DATE	VALUE
2017-11-15	6.3096
2017-11-16	6.3217
2017-11-17	6.3064
2017-11-20	6.3380
2017-11-21	6.3383
2017-11-22	6.3123
2017-11-23	0.0
2017-11-24	6.2345
2017-11-27	6.2472
2017-11-28	6.2654
2017-11-29	6.2760
2017-11-30	6.2543
2017-12-01	6.2476
2017-12-04	6.2806
2017-12-05	6.2951
2017-12-06	6.3124
2017-12-07	6.3114
2017-12-08	6.3271
2017-12-11	6.3058
2017-12-12	6.3473
2017-12-13	6.3278
2017-12-14	6.3209
2017-12-15	6.3204
2017-12-18	6.3049
2017-12-19	6.2956
2017-12-20	6.2652
2017-12-21	6.2704
2017-12-22	6.2866
2017-12-25	0.0
2017-12-26	6.2729
2017-12-27	6.2557
2017-12-28	6.2293
2017-12-29	6.1933
2018-01-01	0.0
2018-01-02	6.1777
2018-01-03	6.1884
2018-01-04	6.1719
2018-01-05	6.1854
2018-01-08	6.2194
2018-01-09	6.2463
2018-01-10	6.2276
2018-01-11	6.1881
2018-01-12	6.1399
2018-01-15	0.0
2018-01-16	6.0845
2018-01-17	6.0892
2018-01-18	6.0844
2018-01-19	6.0818
2018-01-22	6.0869
2018-01-23	6.0634
2018-01-24	6.0091
2018-01-25	5.9612
2018-01-26	5.9926
2018-01-29	6.0248
2018-01-30	6.0062
2018-01-31	5.9881
2018-02-01	5.9625
2018-02-02	5.9799
2018-02-05	5.9944
2018-02-06	6.0105
2018-02-07	6.0603
2018-02-08	6.0775
2018-02-09	6.0885
2018-02-12	6.0707
2018-02-13	6.0257
2018-02-14	6.0097
2018-02-15	5.9673
2018-02-16	5.9857
2018-02-19	0.0
2018-02-20	6.0304
2018-02-21	6.0305
2018-02-22	6.0410
2018-02-23	6.0541
2018-02-26	6.0555
2018-02-27	6.0828
2018-02-28	6.0973
2018-03-01	6.0958
2018-03-02	6.0481
2018-03-05	6.0405
2018-03-06	6.0004
2018-03-07	6.0102
2018-03-08	6.0493
2018-03-09	6.0438
2018-03-12	6.0460
2018-03-13	6.0074
2018-03-14	6.0266
2018-03-15	6.0450
2018-03-16	6.0652
2018-03-19	6.0418
2018-03-20	6.0698
2018-03-21	6.0717
2018-03-22	6.0501
2018-03-23	6.0260
2018-03-26	5.9864
2018-03-27	6.0010
2018-03-28	6.0331
2018-03-29	6.0624
2018-03-30	6.0670
2018-04-02	6.0634
2018-04-03	6.0760
2018-04-04	6.0606
2018-04-05	6.0889
2018-04-06	6.0669
2018-04-09	6.0443
2018-04-10	6.0356
2018-04-11	6.0121
2018-04-12	6.0442
2018-04-13	6.0437
2018-04-16	6.0193
2018-04-17	6.0322
2018-04-18	6.0158
2018-04-19	6.0365
2018-04-20	6.0637
2018-04-23	6.0967
2018-04-24	6.0910
2018-04-25	6.1174
2018-04-26	6.1490
2018-04-27	6.1527
2018-04-30	6.1711
2018-05-01	6.2082
2018-05-02	6.2240
2018-05-03	6.2233
2018-05-04	6.2361
2018-05-07	6.2464
2018-05-08	6.2775
2018-05-09	6.2838
2018-05-10	6.2615
2018-05-11	6.2337
2018-05-14	6.2202
2018-05-15	6.2773
2018-05-16	6.3186
2018-05-17	6.3125
2018-05-18	6.3236
2018-05-21	6.3279
2018-05-22	6.3203
2018-05-23	6.3704
2018-05-24	6.3509
2018-05-25	6.3844
2018-05-28	0.0
2018-05-29	6.4428
2018-05-30	6.3818
2018-05-31	6.3778
2018-06-01	6.3732
2018-06-04	6.3630
2018-06-05	6.3761
2018-06-06	6.3211
2018-06-07	6.3039
2018-06-08	6.3269
2018-06-11	6.3118
2018-06-12	6.3183
2018-06-13	6.3215
2018-06-14	6.4042
2018-06-15	6.4128
2018-06-18	6.4202
2018-06-19	6.4379
2018-06-20	6.4294
2018-06-21	6.4236
2018-06-22	6.4081
2018-06-25	6.3718
2018-06-26	6.3814
2018-06-27	6.4296
2018-06-28	6.4335
2018-06-29	6.3803
2018-07-02	6.4207
2018-07-03	6.3941
2018-07-04	0.0
2018-07-05	6.3706
2018-07-06	6.3494
2018-07-09	6.3467
2018-07-10	6.3551
2018-07-11	6.3589
2018-07-12	6.3759
2018-07-13	6.3886
2018-07-16	6.3652
2018-07-17	6.3862
2018-07-18	6.4002
2018-07-19	6.4221
2018-07-20	6.3636
2018-07-23	6.3664
2018-07-24	6.3762
2018-07-25	6.3807
2018-07-26	6.3808
2018-07-27	6.3891
2018-07-30	6.3567
2018-07-31	6.3647
2018-08-01	6.3869
2018-08-02	6.4170
2018-08-03	6.4270
2018-08-06	6.4440
2018-08-07	6.4258
2018-08-08	6.4268
2018-08-09	6.4457
2018-08-10	6.5379
2018-08-13	6.5392
2018-08-14	6.5682
2018-08-15	6.5793
2018-08-16	6.5480
2018-08-17	6.5368
2018-08-20	6.5197
2018-08-21	6.4670
2018-08-22	6.4322
2018-08-23	6.4487
2018-08-24	6.4165
2018-08-27	6.3875
2018-08-28	6.3624
2018-08-29	6.3738
2018-08-30	6.4017
2018-08-31	6.4290
2018-09-03	0.0
2018-09-04	6.4453
2018-09-05	6.4164
2018-09-06	6.4147
2018-09-07	6.4437
2018-09-10	6.4274
2018-09-11	6.4279
2018-09-12	6.4159
2018-09-13	6.4160
2018-09-14	6.4000
2018-09-17	6.3843
2018-09-18	6.3798
2018-09-19	6.3837
2018-09-20	6.3516
2018-09-21	6.3537
2018-09-24	6.3360
2018-09-25	6.3372
2018-09-26	6.3438
2018-09-27	6.3899
2018-09-28	6.4155
2018-10-01	6.4461
2018-10-02	6.4498
2018-10-03	6.4695
2018-10-04	6.4798
2018-10-05	6.4858
2018-10-08	0.0
2018-10-09	6.4970
2018-10-10	6.4632
2018-10-11	6.4510
2018-10-12	6.4540
2018-10-15	6.4347
2018-10-16	6.4356
2018-10-17	6.4639
2018-10-18	6.4906
2018-10-19	6.4799
2018-10-22	6.5063
2018-10-23	6.4981
2018-10-24	6.5503
2018-10-25	6.5593
2018-10-26	6.5514
2018-10-29	6.5511
2018-10-30	6.5659
2018-10-31	6.5832
2018-11-01	6.5841
2018-11-02	6.5564
2018-11-05	6.5471
2018-11-06	6.5365
2018-11-07	6.5100
2018-11-08	6.5333
2018-11-09	6.5867
2018-11-12	0.0
2018-11-13	6.6291
2018-11-14	6.5956
2018-11-15	6.5895
2018-11-16	6.5441
2018-11-19	6.5181
2018-11-20	6.5505
2018-11-21	6.5492
2018-11-22	0.0
2018-11-23	6.5837
2018-11-26	6.5822
2018-11-27	6.6137
2018-11-28	6.6116
2018-11-29	6.5559
